Version;Filename;LOC;Age;Num. Revisions;ChangeSet;Average ChangeSet;MAX ChangeSet;Number of Authors;LOC Added;Average Loc Added;Buggyness
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java;45;258.85714285714283;4;1576;394.0;636;3;83;20.75;false
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java;84;258.85714285714283;9;2752;305.77777777777777;647;5;150;16.666666666666668;false
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java;70;258.85714285714283;11;2937;267.0;642;5;218;19.818181818181817;false
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java;88;191.85714285714286;6;2159;359.8333333333333;659;3;166;27.666666666666668;false
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java;63;258.85714285714283;3;1276;425.3333333333333;612;3;61;20.333333333333332;false
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java;110;258.85714285714283;6;2123;353.8333333333333;660;4;133;22.166666666666668;false
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java;193;258.85714285714283;9;2906;322.8888888888889;723;5;362;40.22222222222222;true
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java;168;188.14285714285714;2;1023;511.5;631;2;162;81.0;false
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java;136;188.14285714285714;4;1839;459.75;723;2;139;34.75;true
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java;114;188.14285714285714;3;1799;599.6666666666666;723;2;124;41.333333333333336;true
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java;359;188.14285714285714;6;2165;360.8333333333333;591;3;364;60.666666666666664;true
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicBasedLoadShedder.java;157;105.57142857142857;2;1115;557.5;723;2;151;75.5;false
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java;81;258.85714285714283;6;2537;422.8333333333333;723;4;113;18.833333333333332;true
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java;34;258.85714285714283;2;1061;530.5;669;2;28;14.0;false
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java;58;258.85714285714283;5;2352;470.4;786;4;61;12.2;true
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java;316;188.14285714285714;5;2112;422.4;723;4;487;97.4;true
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java;434;258.85714285714283;11;3206;291.45454545454544;591;6;615;55.90909090909091;true
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java;110;258.85714285714283;3;1276;425.3333333333333;612;3;134;44.666666666666664;false
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java;41;258.85714285714283;3;1441;480.3333333333333;616;3;36;12.0;false
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java;104;258.85714285714283;3;1276;425.3333333333333;612;3;99;33.0;false
4.3.1;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java;84;258.85714285714283;7;2763;394.7142857142857;608;5;134;19.142857142857142;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java;63;258.85714285714283;3;1276;425.3333333333333;612;3;60;20.0;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java;57;258.85714285714283;2;1061;530.5;669;2;51;25.5;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java;63;258.85714285714283;2;1061;530.5;669;2;57;28.5;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java;237;258.85714285714283;16;3267;204.1875;680;5;768;48.0;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java;200;166.71428571428572;8;1838;229.75;680;4;272;34.0;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java;437;175.57142857142858;7;2001;285.85714285714283;680;4;458;65.42857142857143;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java;139;258.85714285714283;12;3280;273.3333333333333;591;5;231;19.25;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java;227;258.85714285714283;13;3305;254.23076923076923;591;5;333;25.615384615384617;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java;41;168.14285714285714;3;1598;532.6666666666666;615;2;36;12.0;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java;67;258.85714285714283;10;3121;312.1;591;5;122;12.2;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java;685;188.14285714285714;14;2650;189.28571428571428;591;4;1404;100.28571428571429;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java;134;236.14285714285714;10;2908;290.8;591;4;155;15.5;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java;71;258.85714285714283;10;2582;258.2;639;4;113;11.3;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java;203;165.57142857142858;6;1774;295.6666666666667;591;3;330;55.0;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java;213;179.71428571428572;11;2243;203.9090909090909;680;4;428;38.90909090909091;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java;326;185.14285714285714;6;2015;335.8333333333333;786;4;469;78.16666666666667;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java;122;258.85714285714283;4;2230;557.5;680;3;122;30.5;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java;172;258.85714285714283;10;2893;289.3;680;4;209;20.9;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java;698;258.85714285714283;13;3199;246.07692307692307;680;5;920;70.76923076923077;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java;42;168.14285714285714;2;1032;516.0;640;2;36;18.0;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java;42;168.14285714285714;2;1032;516.0;640;2;36;18.0;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java;42;168.14285714285714;2;1032;516.0;640;2;36;18.0;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java;99;258.85714285714283;12;3016;251.33333333333334;680;5;341;28.416666666666668;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java;81;191.85714285714286;4;1991;497.75;632;3;81;20.25;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java;90;191.85714285714286;4;2006;501.5;606;4;86;21.5;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java;243;191.85714285714286;7;1708;244.0;637;3;423;60.42857142857143;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java;297;191.85714285714286;7;2251;321.57142857142856;606;4;311;44.42857142857143;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java;266;258.85714285714283;10;3063;306.3;680;5;296;29.6;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java;32;189.85714285714286;5;1570;314.0;637;3;46;9.2;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java;176;258.85714285714283;3;1954;651.3333333333334;908;3;175;58.333333333333336;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java;132;258.85714285714283;19;3549;186.78947368421052;591;5;322;16.94736842105263;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java;247;208.85714285714286;7;2534;362.0;591;4;300;42.857142857142854;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java;118;258.85714285714283;7;2326;332.2857142857143;640;5;143;20.428571428571427;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java;54;258.85714285714283;3;1276;425.3333333333333;612;3;55;18.333333333333332;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java;249;193.71428571428572;13;2700;207.69230769230768;591;4;838;64.46153846153847;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java;82;258.85714285714283;6;2583;430.5;721;5;96;16.0;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java;135;258.85714285714283;10;3051;305.1;591;5;381;38.1;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java;278;200.85714285714286;10;2660;266.0;591;4;309;30.9;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java;59;258.85714285714283;4;2116;529.0;890;4;63;15.75;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java;311;258.85714285714283;9;2999;333.22222222222223;591;5;324;36.0;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java;60;258.85714285714283;3;1962;654.0;890;3;64;21.333333333333332;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java;274;258.85714285714283;9;2962;329.1111111111111;591;5;346;38.44444444444444;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java;58;258.85714285714283;5;1850;370.0;639;4;59;11.8;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java;219;191.85714285714286;5;1681;336.2;637;3;233;46.6;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java;252;220.71428571428572;7;2532;361.7142857142857;591;4;261;37.285714285714285;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java;70;258.85714285714283;4;2157;539.25;786;4;67;16.75;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java;212;225.57142857142858;6;2409;401.5;591;4;215;35.833333333333336;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java;68;188.14285714285714;3;1421;473.6666666666667;637;3;63;21.0;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java;66;188.14285714285714;3;1421;473.6666666666667;637;3;61;20.333333333333332;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java;327;188.14285714285714;5;2115;423.0;591;4;364;72.8;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestTopicBasedLoadShedder.java;200;105.57142857142857;2;1115;557.5;723;2;194;97.0;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java;317;258.85714285714283;9;2943;327.0;591;5;391;43.44444444444444;true
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java;53;258.85714285714283;3;1653;551.0;637;3;48;16.0;false
4.3.1;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java;98;258.85714285714283;4;1819;454.75;661;4;95;23.75;false
4.3.2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;183;356.57142857142856;19;11218;590.421052631579;2977;9;98;5.157894736842105;true
4.3.2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;267;336.0;13;8908;685.2307692307693;2555;10;109;8.384615384615385;false
4.3.2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;431;386.42857142857144;20;11482;574.1;3193;10;156;7.8;false
4.3.2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java;144;346.0;10;4404;440.4;951;7;262;26.2;false
4.3.2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;258;367.14285714285717;16;8752;547.0;2314;9;397;24.8125;false
4.3.2;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;218;386.42857142857144;14;10893;778.0714285714286;3193;5;154;11.0;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java;91;247.42857142857142;26;10855;417.5;3155;12;68;2.6153846153846154;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;551;438.14285714285717;151;16356;108.31788079470199;3194;28;3131;20.735099337748345;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java;58;278.0;4;1544;386.0;678;3;59;14.75;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java;51;0.0;1;799;799.0;799;1;0;0.0;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;88;397.0;15;10142;676.1333333333333;2838;9;56;3.7333333333333334;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java;39;278.0;3;1369;456.3333333333333;729;2;33;11.0;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;690;405.0;137;15704;114.62773722627738;3197;27;3137;22.8978102189781;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java;51;231.14285714285714;4;5618;1404.5;2292;3;18;4.5;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;174;448.0;17;11400;670.5882352941177;3199;9;231;13.588235294117647;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannelBase.java;61;254.85714285714286;6;7882;1313.6666666666667;2948;5;10;1.6666666666666667;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedReadChannel.java;109;254.85714285714286;4;7402;1850.5;2948;4;30;7.5;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CacheCallback.java;40;194.28571428571428;3;2852;950.6666666666666;978;3;3;1.0;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java;89;254.42857142857142;4;5700;1425.0;2293;3;7;1.75;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java;201;398.0;27;11686;432.81481481481484;3199;13;402;14.88888888888889;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryKey.java;89;195.85714285714286;3;1574;524.6666666666666;956;3;7;2.3333333333333335;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryKeyValue.java;135;174.71428571428572;3;1680;560.0;833;3;6;2.0;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;493;443.85714285714283;80;15258;190.725;3199;22;2220;27.75;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryMemTable.java;386;268.42857142857144;14;10364;740.2857142857143;3155;10;130;9.285714285714286;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java;46;279.57142857142856;2;1304;652.0;769;2;7;3.5;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;130;420.0;36;12573;349.25;3144;12;354;9.833333333333334;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java;167;390.85714285714283;21;11406;543.1428571428571;3194;12;211;10.047619047619047;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java;57;260.0;3;2900;966.6666666666666;1058;3;11;3.6666666666666665;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java;384;386.57142857142856;53;13462;254.0;3193;18;795;15.0;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java;39;284.0;2;1812;906.0;1034;2;1;0.5;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java;76;262.0;4;2071;517.75;843;2;49;12.25;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexInMemPageMgr.java;410;279.7142857142857;13;9039;695.3076923076923;3015;8;403;31.0;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexPersistenceMgr.java;553;303.42857142857144;33;11858;359.3333333333333;3193;17;499;15.121212121212121;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java;190;367.57142857142856;57;13625;239.03508771929825;3155;15;290;5.087719298245614;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java;556;413.14285714285717;74;14998;202.67567567567568;3196;22;678;9.162162162162161;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java;164;421.14285714285717;18;10552;586.2222222222222;3196;10;89;4.944444444444445;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LEPStateChangeCallback.java;37;194.85714285714286;2;1491;745.5;956;2;4;2.0;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;542;422.2857142857143;26;9890;380.38461538461536;3155;11;714;27.46153846153846;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java;85;278.0;3;1325;441.6666666666667;723;2;80;26.666666666666668;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java;718;371.57142857142856;37;11026;298.0;3155;12;1005;27.16216216216216;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java;66;278.0;3;2104;701.3333333333334;894;2;60;20.0;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;139;435.57142857142856;22;10727;487.59090909090907;3193;11;200;9.090909090909092;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java;119;384.85714285714283;23;11522;500.95652173913044;3193;12;77;3.347826086956522;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java;59;384.85714285714283;5;7729;1545.8;3280;3;7;1.4;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java;246;307.57142857142856;28;9704;346.57142857142856;2593;12;335;11.964285714285714;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;157;422.2857142857143;13;10033;771.7692307692307;3155;8;80;6.153846153846154;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java;98;367.57142857142856;25;11947;477.88;3155;13;64;2.56;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LogMark.java;89;231.42857142857142;5;2845;569.0;916;4;13;2.6;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;153;329.7142857142857;3;1380;460.0;762;3;148;49.333333333333336;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java;64;338.85714285714283;8;9075;1134.375;2948;5;19;2.375;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java;50;318.7142857142857;3;5896;1965.3333333333333;2606;3;8;2.6666666666666665;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java;114;342.57142857142856;25;11850;474.0;3193;12;176;7.04;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SkipListArena.java;244;174.71428571428572;2;1486;743.0;951;2;13;6.5;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SkipListFlusher.java;49;195.28571428571428;3;2939;979.6666666666666;1001;3;10;3.3333333333333335;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SortedLedgerStorage.java;191;268.42857142857144;26;10955;421.34615384615387;3155;13;89;3.423076923076923;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java;198;289.2857142857143;15;9222;614.8;2902;6;195;13.0;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;132;359.42857142857144;12;6565;547.0833333333334;1730;6;175;14.583333333333334;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;255;421.7142857142857;31;12018;387.6774193548387;3147;15;246;7.935483870967742;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;416;435.57142857142856;98;15890;162.14285714285714;3193;22;1496;15.26530612244898;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;720;436.57142857142856;91;15456;169.84615384615384;3195;23;1367;15.021978021978022;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperClientStats.java;47;283.0;25;11297;451.88;3163;15;143;5.72;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;210;432.14285714285717;37;12315;332.8378378378378;3163;18;711;19.216216216216218;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java;33;205.28571428571428;2;1524;762.0;977;2;2;1.0;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;56;355.85714285714283;5;3661;732.2;1295;4;68;13.6;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DefaultEnsemblePlacementPolicy.java;100;314.7142857142857;21;10265;488.8095238095238;3163;14;98;4.666666666666667;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;190;355.85714285714283;15;4915;327.6666666666667;1231;9;343;22.866666666666667;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;67;433.42857142857144;12;10119;843.25;3193;8;78;6.5;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/EnsemblePlacementPolicy.java;96;314.7142857142857;23;10346;449.82608695652175;3163;14;163;7.086956521739131;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java;280;349.57142857142856;21;11698;557.047619047619;3147;10;116;5.523809523809524;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;173;407.57142857142856;39;12548;321.7435897435897;2979;12;274;7.0256410256410255;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;86;398.57142857142856;16;10522;657.625;2872;8;62;3.875;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;89;348.57142857142856;13;5070;390.0;983;8;106;8.153846153846153;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java;119;375.57142857142856;15;10829;721.9333333333333;3199;7;66;4.4;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java;304;375.2857142857143;30;12603;420.1;3199;10;376;12.533333333333333;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;553;445.0;135;16566;122.71111111111111;3199;26;2677;19.82962962962963;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;204;400.57142857142856;65;12834;197.44615384615383;2915;15;1389;21.369230769230768;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;146;400.57142857142856;32;11376;355.5;2915;10;234;7.3125;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;184;400.57142857142856;34;11625;341.9117647058824;2915;10;285;8.382352941176471;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;73;355.85714285714283;12;5419;451.5833333333333;1231;8;131;10.916666666666666;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;145;426.14285714285717;50;14207;284.14;3158;14;275;5.5;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;176;418.7142857142857;72;14642;203.36111111111111;3127;17;767;10.652777777777779;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java;578;308.7142857142857;24;11145;464.375;3157;15;648;27.0;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;107;451.42857142857144;27;12318;456.22222222222223;3197;9;117;4.333333333333333;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;84;367.57142857142856;29;11996;413.6551724137931;2915;12;191;6.586206896551724;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;93;433.42857142857144;13;11176;859.6923076923077;3193;9;131;10.076923076923077;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;91;348.57142857142856;3;2417;805.6666666666666;1222;3;2;0.6666666666666666;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/TryReadLastConfirmedOp.java;113;220.71428571428572;11;8297;754.2727272727273;2558;8;29;2.6363636363636362;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/UpdateLedgerOp.java;252;236.71428571428572;15;9459;630.6;3193;8;212;14.133333333333333;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;67;405.85714285714283;55;14200;258.1818181818182;3199;21;181;3.290909090909091;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;222;376.0;66;13768;208.6060606060606;3010;24;361;5.46969696969697;true
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/Configurable.java;53;228.42857142857142;2;2268;1134.0;1386;2;5;2.5;false
4.3.2;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;383;436.57142857142856;112;16014;142.98214285714286;3197;27;590;5.267857142857143;true
