Version;Filename;LOC;Age;Num. Revisions;ChangeSet;Average ChangeSet;MAX ChangeSet;Number of Authors;LOC Added;Average Loc Added;Buggyness
4.1.0;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java;434;258.85714285714283;11;3206;291.45454545454544;591;6;615;55.90909090909091;true
4.1.0;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java;110;258.85714285714283;3;1276;425.3333333333333;612;3;134;44.666666666666664;false
4.1.0;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java;41;258.85714285714283;3;1441;480.3333333333333;616;3;36;12.0;false
4.1.0;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java;104;258.85714285714283;3;1276;425.3333333333333;612;3;99;33.0;false
4.1.0;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java;84;258.85714285714283;7;2763;394.7142857142857;608;5;134;19.142857142857142;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java;63;258.85714285714283;3;1276;425.3333333333333;612;3;60;20.0;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java;57;258.85714285714283;2;1061;530.5;669;2;51;25.5;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java;63;258.85714285714283;2;1061;530.5;669;2;57;28.5;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java;237;258.85714285714283;16;3267;204.1875;680;5;768;48.0;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java;139;258.85714285714283;12;3280;273.3333333333333;591;5;231;19.25;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java;227;258.85714285714283;13;3305;254.23076923076923;591;5;333;25.615384615384617;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java;67;258.85714285714283;10;3121;312.1;591;5;122;12.2;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java;134;236.14285714285714;10;2908;290.8;591;4;155;15.5;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java;71;258.85714285714283;10;2582;258.2;639;4;113;11.3;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java;122;258.85714285714283;4;2230;557.5;680;3;122;30.5;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java;172;258.85714285714283;10;2893;289.3;680;4;209;20.9;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java;698;258.85714285714283;13;3199;246.07692307692307;680;5;920;70.76923076923077;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java;99;258.85714285714283;12;3016;251.33333333333334;680;5;341;28.416666666666668;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java;266;258.85714285714283;10;3063;306.3;680;5;296;29.6;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java;176;258.85714285714283;3;1954;651.3333333333334;908;3;175;58.333333333333336;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java;132;258.85714285714283;19;3549;186.78947368421052;591;5;322;16.94736842105263;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java;247;208.85714285714286;7;2534;362.0;591;4;300;42.857142857142854;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java;118;258.85714285714283;7;2326;332.2857142857143;640;5;143;20.428571428571427;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java;54;258.85714285714283;3;1276;425.3333333333333;612;3;55;18.333333333333332;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java;82;258.85714285714283;6;2583;430.5;721;5;96;16.0;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java;135;258.85714285714283;10;3051;305.1;591;5;381;38.1;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java;278;200.85714285714286;10;2660;266.0;591;4;309;30.9;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java;59;258.85714285714283;4;2116;529.0;890;4;63;15.75;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java;311;258.85714285714283;9;2999;333.22222222222223;591;5;324;36.0;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java;60;258.85714285714283;3;1962;654.0;890;3;64;21.333333333333332;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java;274;258.85714285714283;9;2962;329.1111111111111;591;5;346;38.44444444444444;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java;58;258.85714285714283;5;1850;370.0;639;4;59;11.8;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java;252;220.71428571428572;7;2532;361.7142857142857;591;4;261;37.285714285714285;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestZkSubscriptionManager.java;212;66.85714285714286;4;1152;288.0;431;4;226;56.5;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java;70;258.85714285714283;4;2157;539.25;786;4;67;16.75;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java;212;225.57142857142858;6;2409;401.5;591;4;215;35.833333333333336;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java;317;258.85714285714283;9;2943;327.0;591;5;391;43.44444444444444;true
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java;53;258.85714285714283;3;1653;551.0;637;3;48;16.0;false
4.1.0;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java;98;258.85714285714283;4;1819;454.75;661;4;95;23.75;false
4.2.0;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;183;356.57142857142856;19;11218;590.421052631579;2977;9;98;5.157894736842105;true
4.2.0;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;267;336.0;13;8908;685.2307692307693;2555;10;109;8.384615384615385;true
4.2.0;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;431;386.42857142857144;20;11482;574.1;3193;10;156;7.8;true
4.2.0;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java;144;346.0;10;4404;440.4;951;7;262;26.2;true
4.2.0;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;258;367.14285714285717;16;8752;547.0;2314;9;397;24.8125;true
4.2.0;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;218;386.42857142857144;14;10893;778.0714285714286;3193;5;154;11.0;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;551;438.14285714285717;151;16356;108.31788079470199;3194;28;3131;20.735099337748345;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java;58;278.0;4;1544;386.0;678;3;59;14.75;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;88;397.0;15;10142;676.1333333333333;2838;9;56;3.7333333333333334;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java;39;278.0;3;1369;456.3333333333333;729;2;33;11.0;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;690;405.0;137;15704;114.62773722627738;3197;27;3137;22.8978102189781;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;174;448.0;17;11400;670.5882352941177;3199;9;231;13.588235294117647;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java;201;398.0;27;11686;432.81481481481484;3199;13;402;14.88888888888889;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;493;443.85714285714283;80;15258;190.725;3199;22;2220;27.75;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java;46;279.57142857142856;2;1304;652.0;769;2;7;3.5;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;130;420.0;36;12573;349.25;3144;12;354;9.833333333333334;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java;167;390.85714285714283;21;11406;543.1428571428571;3194;12;211;10.047619047619047;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java;57;260.0;3;2900;966.6666666666666;1058;3;11;3.6666666666666665;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java;384;386.57142857142856;53;13462;254.0;3193;18;795;15.0;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java;39;284.0;2;1812;906.0;1034;2;1;0.5;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java;76;262.0;4;2071;517.75;843;2;49;12.25;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java;190;367.57142857142856;57;13625;239.03508771929825;3155;15;290;5.087719298245614;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java;556;413.14285714285717;74;14998;202.67567567567568;3196;22;678;9.162162162162161;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java;164;421.14285714285717;18;10552;586.2222222222222;3196;10;89;4.944444444444445;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;542;422.2857142857143;26;9890;380.38461538461536;3155;11;714;27.46153846153846;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java;85;278.0;3;1325;441.6666666666667;723;2;80;26.666666666666668;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java;718;371.57142857142856;37;11026;298.0;3155;12;1005;27.16216216216216;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java;66;278.0;3;2104;701.3333333333334;894;2;60;20.0;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;139;435.57142857142856;22;10727;487.59090909090907;3193;11;200;9.090909090909092;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java;119;384.85714285714283;23;11522;500.95652173913044;3193;12;77;3.347826086956522;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java;59;384.85714285714283;5;7729;1545.8;3280;3;7;1.4;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java;246;307.57142857142856;28;9704;346.57142857142856;2593;12;335;11.964285714285714;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;157;422.2857142857143;13;10033;771.7692307692307;3155;8;80;6.153846153846154;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java;98;367.57142857142856;25;11947;477.88;3155;13;64;2.56;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;153;329.7142857142857;3;1380;460.0;762;3;148;49.333333333333336;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java;64;338.85714285714283;8;9075;1134.375;2948;5;19;2.375;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java;50;318.7142857142857;3;5896;1965.3333333333333;2606;3;8;2.6666666666666665;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java;114;342.57142857142856;25;11850;474.0;3193;12;176;7.04;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;132;359.42857142857144;12;6565;547.0833333333334;1730;6;175;14.583333333333334;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;255;421.7142857142857;31;12018;387.6774193548387;3147;15;246;7.935483870967742;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;416;435.57142857142856;98;15890;162.14285714285714;3193;22;1496;15.26530612244898;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;720;436.57142857142856;91;15456;169.84615384615384;3195;23;1367;15.021978021978022;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;210;432.14285714285717;37;12315;332.8378378378378;3163;18;711;19.216216216216218;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;56;355.85714285714283;5;3661;732.2;1295;4;68;13.6;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;190;355.85714285714283;15;4915;327.6666666666667;1231;9;343;22.866666666666667;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;67;433.42857142857144;12;10119;843.25;3193;8;78;6.5;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java;280;349.57142857142856;21;11698;557.047619047619;3147;10;116;5.523809523809524;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;173;407.57142857142856;39;12548;321.7435897435897;2979;12;274;7.0256410256410255;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;86;398.57142857142856;16;10522;657.625;2872;8;62;3.875;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;89;348.57142857142856;13;5070;390.0;983;8;106;8.153846153846153;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java;119;375.57142857142856;15;10829;721.9333333333333;3199;7;66;4.4;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java;304;375.2857142857143;30;12603;420.1;3199;10;376;12.533333333333333;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;553;445.0;135;16566;122.71111111111111;3199;26;2677;19.82962962962963;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;204;400.57142857142856;65;12834;197.44615384615383;2915;15;1389;21.369230769230768;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;146;400.57142857142856;32;11376;355.5;2915;10;234;7.3125;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;184;400.57142857142856;34;11625;341.9117647058824;2915;10;285;8.382352941176471;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;73;355.85714285714283;12;5419;451.5833333333333;1231;8;131;10.916666666666666;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;145;426.14285714285717;50;14207;284.14;3158;14;275;5.5;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;176;418.7142857142857;72;14642;203.36111111111111;3127;17;767;10.652777777777779;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;107;451.42857142857144;27;12318;456.22222222222223;3197;9;117;4.333333333333333;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;84;367.57142857142856;29;11996;413.6551724137931;2915;12;191;6.586206896551724;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;93;433.42857142857144;13;11176;859.6923076923077;3193;9;131;10.076923076923077;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;91;348.57142857142856;3;2417;805.6666666666666;1222;3;2;0.6666666666666666;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;67;405.85714285714283;55;14200;258.1818181818182;3199;21;181;3.290909090909091;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;222;376.0;66;13768;208.6060606060606;3010;24;361;5.46969696969697;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;383;436.57142857142856;112;16014;142.98214285714286;3197;27;590;5.267857142857143;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java;33;280.0;2;1203;601.5;712;2;27;13.5;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java;90;280.0;4;1837;459.25;769;2;92;23.0;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;257;438.14285714285717;55;14444;262.6181818181818;3197;16;429;7.8;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;199;400.85714285714283;22;11075;503.40909090909093;3193;10;179;8.136363636363637;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java;78;339.42857142857144;17;10736;631.5294117647059;2976;9;65;3.823529411764706;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;520;389.14285714285717;29;11308;389.9310344827586;3157;11;716;24.689655172413794;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java;78;339.42857142857144;14;10084;720.2857142857143;2976;7;97;6.928571428571429;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;210;400.85714285714283;16;10093;630.8125;3193;10;251;15.6875;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;150;389.14285714285717;16;10585;661.5625;3157;7;190;11.875;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;104;368.57142857142856;21;11042;525.8095238095239;2976;9;334;15.904761904761905;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java;70;361.7142857142857;14;11036;788.2857142857143;3193;5;42;3.0;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java;697;349.2857142857143;34;12505;367.79411764705884;3194;11;398;11.705882352941176;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java;400;366.42857142857144;39;12428;318.6666666666667;3194;13;307;7.871794871794871;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java;71;272.2857142857143;3;2022;674.0;1077;2;72;24.0;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java;83;260.57142857142856;2;2321;1160.5;1340;2;0;0.0;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java;100;260.57142857142856;3;2924;974.6666666666666;1504;2;5;1.6666666666666667;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java;343;260.57142857142856;4;3189;797.25;1505;3;34;8.5;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java;220;264.0;2;2314;1157.0;1333;2;5;2.5;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java;85;264.0;2;2314;1157.0;1333;2;9;4.5;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java;31;264.0;2;2314;1157.0;1333;2;1;0.5;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java;90;264.0;2;2314;1157.0;1333;2;6;3.0;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java;40;264.0;2;2314;1157.0;1333;2;0;0.0;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java;39;315.57142857142856;3;6736;2245.3333333333335;2903;3;1;0.3333333333333333;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java;110;264.0;2;2314;1157.0;1333;2;12;6.0;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java;178;264.0;4;3330;832.5;1025;4;19;4.75;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java;76;264.0;2;2314;1157.0;1333;2;1;0.5;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java;146;259.14285714285717;2;2323;1161.5;1342;2;1;0.5;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java;160;264.0;5;3514;702.8;1018;5;14;2.8;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java;242;304.2857142857143;3;2547;849.0;1273;3;24;8.0;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;184;422.2857142857143;50;13947;278.94;3155;19;1191;23.82;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;81;363.14285714285717;27;9053;335.2962962962963;2238;9;196;7.2592592592592595;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;215;445.14285714285717;73;14537;199.13698630136986;3199;21;817;11.191780821917808;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java;96;278.0;6;2564;427.3333333333333;874;3;96;16.0;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java;64;278.0;3;2074;691.3333333333334;916;2;58;19.333333333333332;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;63;422.2857142857143;19;11031;580.578947368421;3155;12;39;2.0526315789473686;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java;1499;269.42857142857144;11;3493;317.54545454545456;773;5;7703;700.2727272727273;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;527;97.71428571428571;15;2495;166.33333333333334;733;4;598;39.86666666666667;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;579;469.42857142857144;115;16439;142.94782608695652;3197;28;3195;27.782608695652176;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;154;362.14285714285717;5;6501;1300.2;2227;5;168;33.6;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java;240;363.14285714285717;52;13413;257.9423076923077;3194;21;779;14.98076923076923;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java;275;328.2857142857143;23;11137;484.2173913043478;2955;12;139;6.043478260869565;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java;273;366.0;31;12117;390.8709677419355;3199;12;187;6.032258064516129;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java;145;348.14285714285717;12;9780;815.0;3147;6;67;5.583333333333333;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java;62;269.2857142857143;3;2759;919.6666666666666;1006;3;6;2.0;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java;69;317.42857142857144;7;7425;1060.7142857142858;2559;4;11;1.5714285714285714;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java;295;370.57142857142856;46;13618;296.04347826086956;3199;18;491;10.673913043478262;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;179;343.2857142857143;6;3741;623.5;892;4;21;3.5;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;154;438.14285714285717;7;9014;1287.7142857142858;3194;5;19;2.7142857142857144;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;769;333.7142857142857;11;3777;343.3636363636364;952;5;844;76.72727272727273;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java;51;345.14285714285717;13;10454;804.1538461538462;3193;7;4;0.3076923076923077;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java;172;357.57142857142856;11;10095;917.7272727272727;3198;9;72;6.545454545454546;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java;83;336.85714285714283;7;8235;1176.4285714285713;2903;5;27;3.857142857142857;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java;671;309.85714285714283;5;5164;1032.8;1734;4;171;34.2;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java;61;334.57142857142856;7;8240;1177.142857142857;2791;6;11;1.5714285714285714;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;215;435.57142857142856;42;13932;331.7142857142857;3193;20;510;12.142857142857142;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java;60;339.7142857142857;5;2549;509.8;982;5;60;12.0;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java;44;341.14285714285717;10;4247;424.7;869;8;119;11.9;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;104;365.57142857142856;18;8596;477.55555555555554;2274;10;694;38.55555555555556;true
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java;135;336.0;5;7243;1448.6;2903;3;184;36.8;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;44;348.7142857142857;6;3397;566.1666666666666;985;5;36;6.0;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java;137;258.14285714285717;2;2333;1166.5;1348;2;5;2.5;false
4.2.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java;53;285.85714285714283;3;2750;916.6666666666666;1009;3;5;1.6666666666666667;false
